CM energy per beam (GeV)
100.00039716648348
100.00039719536393
100.00039722424651
100.00039725313118
100.00039728201797
100.00039731090683
100.00039733979781
100.00039736869088
100.00039739758606
100.00039742648335
100.00039745538271
100.00039748428419
100.00039751318779
100.00039754209347
100.00039757100126
100.00039759991115
100.00039762882314
100.00039765773722
100.00039768665343
100.00039771557172
