CM energy per beam (GeV)
100.00000041624489
100.0000006670711
100.00000106904349
100.00000171324159
100.00000274562896
100.00000440012582
100.00000705161098
100.00001130086295
100.0000181106854
100.00002902406189
100.00004651376982
100.00007454267197
100.00011946164278
100.00019144859593
100.0003068147054
100.00049170045438
100.00078799919505
100.00126285096731
100.0020238591877
100.00324348184684
100.00519813361296
100.00833088383756
100.01335202136394
100.0214004385237
100.03430282841794
100.05499052464447
100.08817126465408
100.1414153961829
100.2269215581479
100.36441108183828
100.58593569303315
100.94402894435281
101.52596877738027
102.4799409632986
104.0664826325868
106.77024730338431
111.58015292662895
120.85822811963394
142.19571466099046
229.4157338705623
