E (GeV), px (GeV), py (GeV), pz (GeV)
2.0000000000e+01,+1.6514011517e+01,+2.8405527128e+00,+1.0773159002e+01
2.0000000000e+01,+8.7949747376e+00,+1.5363640188e+01,-9.1350561315e+00
2.0000000000e+01,+1.0994269239e+01,+3.8076392368e+00,-1.6170040147e+01
2.0000000000e+01,-1.9400139291e+01,+1.5109775203e+00,+4.2654206618e+00
2.0000000000e+01,-1.9216411166e+00,-1.5129096118e+01,-1.2816396415e+01
2.0000000000e+01,-1.2138764865e+01,+1.2411705234e+01,+9.7694540145e+00
2.0000000000e+01,+3.7271104118e+00,+1.1661735209e+01,+1.5714797196e+01
2.0000000000e+01,+8.3670499406e+00,+1.6907704927e+01,+6.4003328353e+00
2.0000000000e+01,+9.7294127763e+00,+3.6261176244e+00,+1.7000943180e+01
2.0000000000e+01,+1.4412616098e+01,+3.2192338333e+00,-1.3369940229e+01
2.0000000000e+01,+4.7428766205e+00,-1.5280215090e+01,+1.1868547475e+01
2.0000000000e+01,+1.0615537143e+00,+1.7273513399e+01,-9.8661598187e+00
2.0000000000e+01,+5.8025327704e+00,+1.6187905663e+01,-1.0056072528e+01
2.0000000000e+01,-9.6916226234e-01,-1.8325391472e+01,-7.7513239464e+00
2.0000000000e+01,-8.7918057288e+00,-1.7715795886e+01,+2.3868387349e+00
2.0000000000e+01,-4.9235785584e-01,+1.8957854868e+01,-6.0991469531e+00
2.0000000000e+01,-1.9654519887e+01,-2.4831851416e+00,-2.0918677235e+00
2.0000000000e+01,-4.8784656009e+00,-1.3377438896e+01,-1.3931510074e+01
2.0000000000e+01,-1.1185050896e+01,-1.3608272524e+01,+9.3033234053e+00
2.0000000000e+01,+1.3700327559e+01,+1.0299852574e+01,+1.0151666500e+01
2.0000000000e+01,+6.0565961240e+00,-1.5485421843e+01,+1.0970944569e+01
2.0000000000e+01,-1.8590747380e+01,+2.2150645538e-02,-7.1572265728e+00
2.0000000000e+01,+1.1209469885e+01,-1.1851146144e+01,+1.1434176444e+01
2.0000000000e+01,-1.2639083372e+01,-7.1571791365e+00,-1.3633437913e+01
2.0000000000e+01,+1.3498215535e+01,+1.5686791462e+00,-1.4566389193e+01
2.0000000000e+01,+1.1081922811e+00,+1.5463365476e+01,-1.2509936411e+01
2.0000000000e+01,+8.1577519201e+00,-1.8084216797e+01,-1.8040114894e+00
2.0000000000e+01,-8.4650442202e+00,-1.7185103854e+01,+5.4642019429e+00
2.0000000000e+01,-8.8658624894e+00,-1.3101755595e+01,-1.2107136476e+01
2.0000000000e+01,-1.1467033762e+01,-1.6278432390e+01,-6.0170310464e-01
2.0000000000e+01,+1.1770804134e+01,-1.0875728948e+01,-1.1832538227e+01
2.0000000000e+01,+3.7946566246e+00,-1.7862475252e+01,-7.9608309852e+00
2.0000000000e+01,+8.0203171657e+00,-9.3627613652e+00,+1.5647858741e+01
2.0000000000e+01,-1.9140946532e+01,+4.7021349988e+00,+2.8907375056e+00
2.0000000000e+01,+1.4814946139e+01,+1.2824347858e+01,+3.5910644548e+00
2.0000000000e+01,-1.1809285639e+01,+1.2569987252e+01,+9.9688747697e+00
2.0000000000e+01,-1.0294984920e+01,-3.0450864106e+00,-1.6780435192e+01
2.0000000000e+01,+1.7562451435e+01,+5.2175450096e+00,-7.8217513804e+00
2.0000000000e+01,+4.1915513708e-02,-1.9883287870e+01,+1.2228563174e+00
2.0000000000e+01,+1.8318918553e+01,+6.3380381778e+00,-4.5922506584e+00
2.0000000000e+01,-8.6142035445e+00,-1.7497083623e+01,+4.0607675363e+00
2.0000000000e+01,+1.5967051957e+01,+5.8769545486e+00,-1.0361318837e+01
2.0000000000e+01,-8.8754367939e+00,-1.7543106640e+01,-3.2106544705e+00
2.0000000000e+01,-1.8603896755e+01,+3.6528022237e+00,-6.1150905493e+00
2.0000000000e+01,-1.0117988581e+01,-6.6317260070e+00,+1.5826837595e+01
2.0000000000e+01,+8.1634285890e+00,-1.1203520964e+01,-1.4306705514e+01
2.0000000000e+01,-1.0509023149e+01,-1.5760916180e+01,-6.1641077716e+00
2.0000000000e+01,+6.3628984377e-01,+1.9410355901e+01,+4.4357062606e+00
2.0000000000e+01,+6.5122820556e+00,+1.8157483395e+01,+4.9737561447e+00
2.0000000000e+01,+9.5477824941e+00,+1.6028364806e+01,-6.9838128627e+00
2.0000000000e+01,+8.2900195995e+00,+8.2451223602e+00,-1.6128726029e+01
2.0000000000e+01,-8.4999002775e+00,-1.4966264106e+01,-1.0030199648e+01
2.0000000000e+01,-7.3837087760e+00,-8.3552651420e+00,-1.6507957479e+01
2.0000000000e+01,+1.8816502098e+01,-3.6977020973e+00,+5.3952311333e+00
2.0000000000e+01,-1.2717466598e+01,+1.5124864630e+01,-2.5192824854e+00
2.0000000000e+01,-1.0170291380e+01,-5.1420337072e+00,+1.6339122792e+01
2.0000000000e+01,+1.4882372431e+01,-8.6575411897e+00,-1.0020191733e+01
2.0000000000e+01,-7.0154445952e+00,+8.6551346529e+00,+1.6514068314e+01
2.0000000000e+01,+1.9398574769e+01,+4.4177345219e-01,-4.5102554399e+00
2.0000000000e+01,-4.7027886619e+00,+1.8240206451e+01,+6.4823543884e+00
2.0000000000e+01,-5.7430341249e+00,-1.5458323518e+01,-1.1175869722e+01
2.0000000000e+01,-8.5989998343e+00,+6.3365160548e+00,+1.6815113355e+01
2.0000000000e+01,-1.5470244330e+01,+1.1008935123e+01,+6.0263719467e+00
2.0000000000e+01,+1.6874608507e+01,+1.0108598372e+01,+3.1473953803e+00
2.0000000000e+01,-1.7612427762e+01,-8.6021501204e+00,+3.5563566494e+00
2.0000000000e+01,-2.8812182369e+00,+1.5281423249e+01,+1.2450660864e+01
2.0000000000e+01,-1.6213050449e+01,+7.4125706815e+00,-8.8900541064e+00
2.0000000000e+01,-1.1492432456e+01,-1.0797541428e+01,-1.2172894740e+01
2.0000000000e+01,-5.3879443174e+00,-8.5760602670e+00,+1.7154110800e+01
2.0000000000e+01,-1.2943343942e+01,+8.1414193071e+00,+1.2768297078e+01
2.0000000000e+01,+1.7053306325e+01,-9.1729039068e+00,-4.6781244411e+00
2.0000000000e+01,+1.3001121693e+01,-1.0814712359e+01,+1.0528774967e+01
2.0000000000e+01,+1.3055891535e+01,-9.7602547363e+00,+1.1450912396e+01
2.0000000000e+01,+9.4194461858e+00,-5.6256393161e+00,+1.6627341545e+01
2.0000000000e+01,-1.1850394478e+00,+1.4950685473e+01,+1.3111634391e+01
2.0000000000e+01,-1.1719971692e+01,+1.0237048501e+01,+1.2437337839e+01
2.0000000000e+01,-1.9811332823e+01,-8.3159544753e-01,-1.9135861025e+00
2.0000000000e+01,-9.7370254166e+00,+1.2784273907e+01,-1.1772635547e+01
2.0000000000e+01,-3.4462007715e+00,-1.9137932053e+01,+4.3249887817e+00
2.0000000000e+01,+7.9383726176e-01,-1.9233549133e+01,+5.1266637457e+00
2.0000000000e+01,+1.8916407512e+01,-4.6168608433e+00,-4.2067081885e+00
2.0000000000e+01,-1.2627619988e+01,+1.5237396975e+01,+2.2819329228e+00
2.0000000000e+01,+1.8946311431e+01,-6.1479962869e+00,+2.8582479527e-01
2.0000000000e+01,+1.3041269742e+01,-1.4752828677e+01,-3.0201987583e+00
2.0000000000e+01,+7.6147995363e+00,+1.6201669009e+01,-8.7385937274e+00
2.0000000000e+01,+1.3352199190e+01,+1.4585814616e+01,-2.4114435031e+00
2.0000000000e+01,-1.4343818764e+01,+1.1724149174e+01,+7.3240330699e+00
2.0000000000e+01,+7.6975133414e+00,+1.4372857380e+01,+1.1446026826e+01
2.0000000000e+01,-4.8748191509e+00,-1.1694818070e+01,-1.5372366101e+01
2.0000000000e+01,-1.5354241384e+01,-9.3082170062e+00,-8.6282465597e+00
2.0000000000e+01,-1.0788233899e+01,+1.3211207036e+01,+1.0291758304e+01
2.0000000000e+01,+1.3361213198e+01,+1.4770328271e+01,-3.9705873564e-01
2.0000000000e+01,-1.8625818532e+01,-6.6361651575e+00,-2.4253797665e+00
2.0000000000e+01,+1.4006915862e+01,+3.3765528744e+00,-1.3756724527e+01
2.0000000000e+01,+1.6874055789e+01,+5.8752909581e+00,+8.8084884272e+00
2.0000000000e+01,-1.3202865763e+01,+1.0665966870e+00,-1.4879145747e+01
2.0000000000e+01,-1.6533737005e-01,+1.3275385721e+01,-1.4851904542e+01
2.0000000000e+01,-1.5514477003e+01,+1.1573836074e+01,+4.7105830702e+00
2.0000000000e+01,-1.7043971857e+01,+2.8273210850e+00,-9.9172349883e+00
2.0000000000e+01,-1.1832374587e-01,+1.2262385041e+01,+1.5699114102e+01
2.0000000000e+01,+7.3023807848e+00,-9.9928172708e+00,-1.5609647942e+01
2.0000000000e+01,-1.3695121791e+01,-1.3358924386e+01,+5.5520311025e+00
2.0000000000e+01,-9.4459628282e-01,-1.4088882291e+01,+1.4051811437e+01
2.0000000000e+01,+1.3326363946e+01,+1.3286690674e+01,+6.5356060100e+00
2.0000000000e+01,+9.0434948800e+00,+1.1203597952e+01,-1.3767238804e+01
2.0000000000e+01,+5.9708308709e+00,+9.3962429220e+00,-1.6519747839e+01
2.0000000000e+01,-1.7851137115e+01,+7.2148236540e+00,-5.1113104327e+00
2.0000000000e+01,+2.1660178511e+00,-1.7576706764e+01,+9.1219524773e+00
2.0000000000e+01,+1.6279998344e+01,-1.1040859054e+01,+3.1469598464e+00
2.0000000000e+01,+1.5792769827e+01,-1.1134565916e+01,-4.8427403444e+00
2.0000000000e+01,+7.3057285686e+00,-1.8479272753e+01,+1.4089285300e+00
2.0000000000e+01,+1.5021537113e+01,+1.3614312632e+00,+1.3013154832e+01
2.0000000000e+01,-7.4624514679e+00,+1.5957803409e+01,-9.3006773653e+00
2.0000000000e+01,-1.7354435178e+01,+8.4081479993e+00,-4.9968888202e+00
2.0000000000e+01,+6.6291523666e+00,-1.0064037971e+01,-1.5862274415e+01
2.0000000000e+01,-4.0868904520e+00,+1.9489391275e+01,-5.5065883656e-01
2.0000000000e+01,-1.8094908870e+01,+8.2752811140e+00,+9.6760863874e-01
2.0000000000e+01,-7.6648265597e+00,+7.1046521109e+00,-1.6959263639e+01
2.0000000000e+01,+5.0486731499e+00,+1.8751085648e+01,-4.4440924190e+00
2.0000000000e+01,+1.1869196262e+01,-2.8705061857e+00,+1.5739270800e+01
2.0000000000e+01,+1.4735420686e+01,+8.1978239326e+00,+1.0606853020e+01
2.0000000000e+01,-1.1381582956e+01,+3.1655527867e+00,-1.6039984912e+01
2.0000000000e+01,+1.5155625136e+01,-1.2882237160e+01,-1.0941953651e+00
2.0000000000e+01,+8.5623643177e+00,+7.7737754232e+00,+1.6220252894e+01
2.0000000000e+01,+2.7156294321e+00,-1.5108203428e+01,-1.2696842796e+01
2.0000000000e+01,+7.0136363565e+00,-1.3219608002e+01,-1.3148883616e+01
2.0000000000e+01,-5.9548250516e+00,+1.8501124484e+01,-4.3692931260e+00
2.0000000000e+01,-1.3931274130e+01,-3.6075231255e+00,+1.3774891978e+01
2.0000000000e+01,+2.0949925762e+00,+1.7939490274e+01,+8.4040446108e+00
2.0000000000e+01,+1.3836147762e+01,+1.2425221958e+01,+7.1426287456e+00
2.0000000000e+01,-4.3460028711e+00,-1.2991746779e+01,+1.4462677680e+01
2.0000000000e+01,-1.9104679720e+01,+4.5240362542e+00,-3.3744006532e+00
2.0000000000e+01,-1.6457716577e+00,-1.9841290564e+01,-6.7594037721e-01
2.0000000000e+01,-1.1012551459e+01,-2.7628244020e-01,+1.6597880870e+01
2.0000000000e+01,-7.6563999339e+00,-1.7411752537e+01,+5.9205307750e+00
2.0000000000e+01,+1.8830028024e+01,-2.8493213352e+00,+5.8441152933e+00
2.0000000000e+01,+3.4138544424e-03,-1.6405319134e+01,+1.1300785966e+01
2.0000000000e+01,+8.3245744571e+00,+6.8096093684e+00,-1.6768212527e+01
2.0000000000e+01,+1.5201959418e+01,-6.6167927264e+00,-1.1043584331e+01
2.0000000000e+01,-1.6685045891e+01,-1.0348710744e+01,-3.3698220341e+00
2.0000000000e+01,+1.2143688826e+01,-1.2031413337e+00,-1.5745651578e+01
2.0000000000e+01,-8.5545243195e+00,-7.6759808338e+00,+1.6270885130e+01
2.0000000000e+01,-2.7872695716e+00,-1.8807976228e+01,+5.9441929264e+00
2.0000000000e+01,-4.4013534924e+00,-1.9329062158e+01,+1.9641065469e+00
2.0000000000e+01,+6.9398544434e+00,-1.1125776602e+01,+1.4996592490e+01
2.0000000000e+01,-1.0913523272e+01,-4.1706928815e+00,-1.6135135626e+01
2.0000000000e+01,+6.3556842420e+00,+1.7335863744e+01,+7.4776585275e+00
2.0000000000e+01,-5.7298321980e+00,-1.8125259633e+01,-5.9570342652e+00
2.0000000000e+01,+1.9081647877e+01,+1.4432498344e+00,-5.5362455892e+00
2.0000000000e+01,+1.9280760262e+01,+1.2635720017e+00,+4.8474674321e+00
2.0000000000e+01,-1.2225152937e+01,-8.1925504002e+00,+1.3426467317e+01
2.0000000000e+01,-1.1375571229e+01,+6.4464169711e+00,-1.5029383169e+01
2.0000000000e+01,+1.5013292453e+01,+4.6151437798e+00,+1.2253316638e+01
2.0000000000e+01,+1.8259900584e+01,+7.6883693276e+00,+2.0753984517e+00
2.0000000000e+01,+1.2177193120e+01,+4.2919393611e+00,-1.5170283294e+01
2.0000000000e+01,+1.3192614797e+01,-6.3318784174e-01,+1.4912956077e+01
2.0000000000e+01,+1.5533905635e+01,+1.8764952518e+00,+1.2329590922e+01
2.0000000000e+01,+1.9030342633e+01,-2.4281137771e+00,-5.3658730650e+00
2.0000000000e+01,-6.8175987464e+00,-1.4059258854e+01,+1.2357178433e+01
2.0000000000e+01,-1.4485042874e+01,+1.3332400769e+01,-3.0451426400e+00
2.0000000000e+01,-1.9813721755e+01,+2.0577843471e+00,-1.5564313068e-01
2.0000000000e+01,+1.4773006145e+01,-4.7745122998e+00,-1.2482170994e+01
2.0000000000e+01,-7.2488654141e+00,-1.5371297323e+01,+1.0393240101e+01
2.0000000000e+01,+1.3953200116e+01,-1.1539857914e+01,-8.3055497625e+00
2.0000000000e+01,+1.3156305590e+01,+4.3202084042e+00,-1.4320952956e+01
2.0000000000e+01,-8.6070179065e+00,+8.6485594923e+00,-1.5746870561e+01
2.0000000000e+01,+1.3206492984e+01,+3.9428710138e+00,+1.4383482966e+01
2.0000000000e+01,+1.1921449120e+01,-1.0621529316e+01,+1.1912364873e+01
2.0000000000e+01,+1.0748456758e+01,-8.2695599251e-01,+1.6751987706e+01
2.0000000000e+01,+9.0129096819e+00,-1.7750713762e+01,+7.2242023115e-01
2.0000000000e+01,+6.2513775984e+00,+1.5446861263e+01,+1.0915907028e+01
2.0000000000e+01,+1.1795375861e+01,-1.8073311549e-01,-1.6052374118e+01
2.0000000000e+01,-1.2239330287e+01,-7.3749509676e+00,-1.3879883405e+01
2.0000000000e+01,-8.9015234935e+00,+6.3258556568e+00,-1.6660993389e+01
2.0000000000e+01,+1.5579078515e+01,+4.6117957886e+00,+1.1526748163e+01
2.0000000000e+01,-1.3474821576e+01,-1.2994088587e+01,+6.8135978949e+00
2.0000000000e+01,+2.9810886259e+00,-1.8680787679e+01,-6.2436810700e+00
2.0000000000e+01,-6.6229538582e+00,+9.1748715607e+00,+1.6395136018e+01
2.0000000000e+01,-7.8743529078e+00,-1.5170366456e+01,+1.0232146348e+01
2.0000000000e+01,-5.0306240858e+00,+1.7243806745e+01,+8.6131423555e+00
2.0000000000e+01,+1.8258227508e+01,+5.6324717688e+00,+5.6351274187e+00
2.0000000000e+01,-1.3340071297e+01,-1.2181105792e+01,-8.3967511855e+00
2.0000000000e+01,+1.2131273389e+01,+1.5798961925e+01,-2.5938207260e-01
2.0000000000e+01,-1.8026124156e+01,+3.5338857871e+00,+7.7079679645e+00
2.0000000000e+01,-3.6531555638e+00,+1.8596427194e+01,+6.1375582314e+00
2.0000000000e+01,-1.9113677510e+00,+1.2516094184e+01,+1.5379737666e+01
2.0000000000e+01,-5.1480362084e+00,-1.1790201092e+01,+1.5209574367e+01
2.0000000000e+01,+5.6627432294e+00,+1.5716160104e+01,+1.0852553695e+01
2.0000000000e+01,-1.0846684610e+01,-5.0055189366e+00,+1.5941658764e+01
2.0000000000e+01,+1.2500910693e+01,-1.5505805095e+01,-3.7351196562e-01
2.0000000000e+01,+1.5365067519e+01,-9.4400719773e+00,+8.4641604553e+00
2.0000000000e+01,+1.9563104222e+01,-3.0472794724e+00,-2.2002981653e+00
2.0000000000e+01,-4.4376954316e+00,+1.7157493244e+01,+9.0977775220e+00
2.0000000000e+01,-8.3731319050e+00,-1.7227812441e+01,+5.4713263099e+00
2.0000000000e+01,-1.8278230405e+01,+4.2350535538e-01,-7.9100700037e+00
2.0000000000e+01,+9.3391204960e+00,+5.7310139697e+00,-1.6636663675e+01
2.0000000000e+01,+1.6147126711e+01,+8.0090987372e+00,+8.4833311490e+00
