E (GeV), px (GeV), py (GeV), pz (GeV)
5.0000000000e+02,-4.9845822895e+02,+2.2526628773e+01,+3.2074713722e+01
5.0000000000e+02,-1.6108811851e+02,-3.9642314273e+02,+2.5864290490e+02
5.0000000000e+02,+1.1093034907e+02,+3.2437902805e+02,-3.6396366040e+02
5.0000000000e+02,+1.0955411897e+02,-4.6279288971e+02,+1.5432912403e+02
5.0000000000e+02,-7.3959127108e+01,+4.5941593926e+02,-1.8293136567e+02
5.0000000000e+02,+5.2163805247e+01,-4.8853220522e+02,-9.2801207744e+01
5.0000000000e+02,-3.0646682249e+01,+3.5519389936e+02,+3.5056371318e+02
5.0000000000e+02,-4.5887787710e+02,-1.8262946298e+02,-7.7938536272e+01
5.0000000000e+02,+4.1399668168e+01,+3.3027569452e+02,-3.7309633523e+02
5.0000000000e+02,+2.8370406896e+01,-3.9492960195e+02,+3.0532371639e+02
5.0000000000e+02,+2.3373946208e+01,-3.6688747177e+02,-3.3888653554e+02
5.0000000000e+02,+4.1777644708e+02,+2.5378927901e+02,-1.0512223549e+02
5.0000000000e+02,-1.5435742733e+02,+2.7696744971e+02,-3.8660012765e+02
5.0000000000e+02,+2.9933366171e+01,-8.7876075910e+01,-4.9130299322e+02
5.0000000000e+02,+4.7413844365e+01,-2.3885520973e+02,-4.3668862868e+02
5.0000000000e+02,+1.1686958361e+02,+4.4762616341e+02,-1.8965537306e+02
5.0000000000e+02,+1.0404753381e+02,+3.4928909000e+02,-3.4229823924e+02
5.0000000000e+02,+2.1588052355e+02,+3.0411744938e+02,-3.3302405139e+02
5.0000000000e+02,-4.0222014046e+02,-1.3145616613e+02,-2.6633639868e+02
5.0000000000e+02,-2.7583893134e+02,+4.0068812732e+02,-1.1558006251e+02
5.0000000000e+02,-2.1195027633e+01,+1.5152737853e+02,+4.7601162447e+02
5.0000000000e+02,-3.5367323007e+01,-7.7383462472e+01,+4.9270457119e+02
5.0000000000e+02,-3.7695913081e+02,-3.0629511227e+02,+1.1866743516e+02
5.0000000000e+02,-2.5372211045e+01,+4.8780633079e+02,-1.0676177602e+02
5.0000000000e+02,-4.1764142985e+01,+8.9163042517e+01,+4.9020664059e+02
5.0000000000e+02,-4.1635669719e+02,-4.4963742343e+00,+2.7680990877e+02
5.0000000000e+02,+1.8808986843e+02,+1.0131222986e+02,+4.5205627497e+02
5.0000000000e+02,-1.5866022201e+02,-8.6537976789e+00,-4.7407687985e+02
5.0000000000e+02,-2.2873552836e+02,-2.7992000556e+02,-3.4542971908e+02
5.0000000000e+02,-2.2005170206e+02,-1.0699032044e+02,+4.3603573480e+02
5.0000000000e+02,+9.8050548566e+01,-4.5487370521e+02,-1.8295585399e+02
5.0000000000e+02,+3.2840145546e+02,+2.1641813507e+00,-3.7702074563e+02
5.0000000000e+02,-1.8454377982e+02,-4.6356871084e+02,-3.2318507592e+01
5.0000000000e+02,+3.5629497036e+02,-1.3339732531e+02,+3.2443164143e+02
5.0000000000e+02,+2.0438807253e+02,+9.7940024720e+01,-4.4567937986e+02
5.0000000000e+02,-3.0277315586e+01,+2.3658328556e+02,+4.3944109438e+02
5.0000000000e+02,-1.4417264391e+02,+4.3049207877e+02,-2.0949382122e+02
5.0000000000e+02,+9.7760086777e+01,-2.8582291106e+02,-3.9842825103e+02
5.0000000000e+02,+2.7757734953e+02,+2.5829214491e+02,-3.2593377422e+02
5.0000000000e+02,-2.3063412979e+02,-4.1937338903e+02,+1.4467446568e+02
5.0000000000e+02,+2.4895834107e+02,-3.5250033129e+02,+2.5250762983e+02
5.0000000000e+02,+1.9196491001e+02,-2.0290249139e+02,+4.1470097007e+02
5.0000000000e+02,-4.2934925406e+02,+1.9148857518e+02,+1.7025917270e+02
5.0000000000e+02,+4.1369281193e+02,-8.7374822833e+01,-2.6687214161e+02
5.0000000000e+02,-1.5267670255e+01,-2.2983559449e+02,-4.4377848080e+02
5.0000000000e+02,+3.3261570305e+02,+3.6754279123e+02,+6.5390618383e+01
5.0000000000e+02,+9.4165269037e+00,+1.7960786902e+02,+4.6652886800e+02
5.0000000000e+02,-1.0194115801e+02,+4.0859610920e+02,+2.6954417471e+02
5.0000000000e+02,+1.4731993845e+02,+2.9458420394e+02,+3.7618323300e+02
5.0000000000e+02,-6.1850856887e+01,-3.7089112805e+02,-3.2956195913e+02
5.0000000000e+02,+1.4100043402e+02,-1.1153397393e+02,-4.6655749114e+02
5.0000000000e+02,+3.6646768257e+02,+3.3972794417e+02,-1.6828661591e+01
5.0000000000e+02,+1.2779873859e+02,-2.5840092998e+02,+4.0852574469e+02
5.0000000000e+02,+3.2605662115e+02,-2.8885574455e+02,-2.4545117827e+02
5.0000000000e+02,+1.0213993255e+02,+6.9582271490e+01,-4.8448176843e+02
5.0000000000e+02,-1.6930681747e+02,-4.4963367403e+02,-1.3842544206e+02
5.0000000000e+02,+1.8277867042e+02,+1.5763424074e+02,+4.3788154341e+02
5.0000000000e+02,+5.1149767869e+01,-7.3632194856e+01,-4.9189312193e+02
5.0000000000e+02,-3.8444088500e+02,+7.1534463173e+00,+3.1961050736e+02
5.0000000000e+02,+2.1238337324e+02,+4.0368930763e+02,+2.0475616706e+02
5.0000000000e+02,+3.2302687314e+02,+3.1617751308e+02,-2.1373409117e+02
5.0000000000e+02,-2.9537018717e+02,+1.4509101091e+02,-3.7643311937e+02
5.0000000000e+02,+2.7301980792e+02,+4.1796783627e+02,+2.7566548498e+01
5.0000000000e+02,-4.8336515334e+02,+9.4793835407e+01,+8.5843459700e+01
5.0000000000e+02,+2.2999097465e+02,-3.3745095569e+01,+4.4267625007e+02
5.0000000000e+02,-3.8175616336e+02,+2.3283053257e+01,-3.2205119692e+02
5.0000000000e+02,+2.3761587922e+02,+1.3262921196e+01,+4.3972676873e+02
5.0000000000e+02,+1.9901781077e+02,-3.1988615568e+02,-3.2872724358e+02
5.0000000000e+02,+2.4519522955e+01,+1.5728048840e+02,+4.7398152204e+02
5.0000000000e+02,-1.8088171657e+02,-4.5261128107e+02,+1.1145256895e+02
5.0000000000e+02,+3.9796226591e+02,+6.4388598279e+01,-2.9576508515e+02
5.0000000000e+02,+4.7035941567e+02,-4.0502618886e+01,+1.6467665357e+02
5.0000000000e+02,+9.5850859300e+01,+1.4830944078e+02,-4.6777533584e+02
5.0000000000e+02,-3.3067472706e+02,+2.0670583473e+02,+3.1292773134e+02
5.0000000000e+02,-2.1840648149e+02,+3.6501626519e+02,-2.6278998699e+02
5.0000000000e+02,-3.4422280922e+02,+2.4036984972e+02,-2.7153238340e+02
5.0000000000e+02,+9.0770002021e+01,+5.7485467534e+01,+4.8831656743e+02
5.0000000000e+02,+4.9544816422e+02,+3.2822273225e+01,-5.8742294980e+01
5.0000000000e+02,+1.4031501380e+02,+2.5859450211e+01,-4.7920749995e+02
5.0000000000e+02,+4.8164481578e+02,-1.2664314761e+02,+4.4459272023e+01
5.0000000000e+02,-9.1423457234e+01,+4.9124873973e+02,-1.7699419531e+01
5.0000000000e+02,-7.2853073720e+00,+2.1003059075e+02,+4.5368592387e+02
5.0000000000e+02,+4.1147685115e+01,-1.7288807267e+02,-4.6734722061e+02
5.0000000000e+02,-2.2736963390e+02,+9.5390322648e+00,-4.4520657982e+02
5.0000000000e+02,-2.3640485936e+02,+3.3800498341e+02,-2.8259903738e+02
5.0000000000e+02,+1.5253872178e+02,+1.7355088353e+02,+4.4340598942e+02
5.0000000000e+02,-3.5817443990e+01,+8.4334131290e+01,-4.9152996580e+02
5.0000000000e+02,+1.8025016942e+02,+4.6564294082e+02,-2.6141353382e+01
5.0000000000e+02,-3.4124005614e+02,-2.6947564491e+02,-2.4685004185e+02
5.0000000000e+02,+2.3968089164e+02,-1.5100420210e+02,+4.1200442158e+02
5.0000000000e+02,-1.2416179159e+02,-5.5094699106e+01,+4.8119150648e+02
5.0000000000e+02,+4.1996320608e+02,+2.7039015783e+02,-2.2735662638e+01
5.0000000000e+02,+4.1880335004e+02,+2.6050004695e+00,-2.7311867428e+02
5.0000000000e+02,-3.7999618190e+02,-3.1612606692e+02,+7.5259908458e+01
5.0000000000e+02,-4.7061601054e+02,+1.6659217964e+02,+2.7648844116e+01
5.0000000000e+02,-1.3231847790e+02,-2.7252146395e+02,-3.9776967502e+02
5.0000000000e+02,+1.4871448627e+02,-4.4966724857e+01,+4.7524608099e+02
5.0000000000e+02,+2.7631725226e+02,+2.5407977329e+02,-3.3028637147e+02
5.0000000000e+02,-4.5082934583e+02,+2.0039356130e+02,+8.1192141224e+01
5.0000000000e+02,-2.2531841147e+02,+3.7551310432e+02,+2.4128481968e+02
5.0000000000e+02,+1.2714983862e+02,-3.2772978812e+02,-3.5556004667e+02
5.0000000000e+02,-4.4982062237e+02,+2.1814383873e+02,-8.4566888664e+00
5.0000000000e+02,+9.5108591403e+01,-8.1204410618e+01,-4.8410437078e+02
5.0000000000e+02,+1.7748106361e+02,+4.0296722696e+02,+2.3688547512e+02
5.0000000000e+02,+4.6367244285e+02,-1.4698085066e+01,-1.8651722254e+02
5.0000000000e+02,-9.0458633230e+01,-4.8546566685e+02,-7.8340055223e+01
5.0000000000e+02,-3.1618743408e+02,+2.8370405750e+02,-2.6369367941e+02
5.0000000000e+02,-3.8913005555e+02,+1.7403054657e+01,-3.1348329433e+02
5.0000000000e+02,-2.3396663575e+02,+1.1342339370e+02,-4.2707328340e+02
5.0000000000e+02,+3.0718775395e+01,+3.0262260998e+02,+3.9682836975e+02
5.0000000000e+02,+1.0478241811e+02,-2.3475513495e+02,-4.2884439339e+02
5.0000000000e+02,+9.8333387566e+01,+4.9021876612e+02,+3.5984025725e+00
5.0000000000e+02,+9.8239578178e+01,+1.5365322132e+02,+4.6554969136e+02
5.0000000000e+02,-1.1639175851e+02,-4.2436625524e+02,-2.3740910310e+02
5.0000000000e+02,-2.0000077783e+02,-3.1330111869e+02,-3.3442329489e+02
5.0000000000e+02,+4.2464310614e+02,+6.4531415484e+01,+2.5595072005e+02
5.0000000000e+02,+8.7135246692e+01,+6.8308475388e-01,-4.9234522893e+02
5.0000000000e+02,-1.3767202987e+02,+1.7194394490e+02,+4.4886360320e+02
5.0000000000e+02,+9.7218752766e+01,-2.2510141403e+02,+4.3574615292e+02
5.0000000000e+02,+3.3789818014e+02,+1.9784811402e+02,-3.1093051620e+02
5.0000000000e+02,-2.2454096800e+02,+8.9067677187e+01,-4.3777293754e+02
5.0000000000e+02,-3.0330443089e+02,+1.3153726946e+02,+3.7510160119e+02
5.0000000000e+02,+1.1753920127e+02,-3.0912280005e+02,+3.7499929724e+02
5.0000000000e+02,+4.5984174244e+01,-2.9072344777e+02,+4.0418086905e+02
5.0000000000e+02,-1.0697662341e+02,-1.0637121283e+01,+4.8830287319e+02
5.0000000000e+02,+1.2373142679e+02,-3.2672393401e+02,-3.5768540261e+02
5.0000000000e+02,+4.2457088006e+01,+1.2319921599e+02,-4.8271750655e+02
5.0000000000e+02,-4.7220880181e+02,+1.4270240102e+02,+8.1558043814e+01
5.0000000000e+02,-3.0458644969e+02,+1.6167478122e+02,-3.6205690445e+02
5.0000000000e+02,+8.6382770876e+01,+7.9294382689e+01,-4.8605273381e+02
5.0000000000e+02,-4.9645995923e+02,+5.4015239352e+00,-5.9120002433e+01
5.0000000000e+02,-2.4214517035e+02,-3.1350125107e+02,+3.0508937105e+02
5.0000000000e+02,-3.4385053634e+02,-1.6437578041e+02,-3.2364216930e+02
5.0000000000e+02,-3.5738217485e+02,+2.3249788828e+02,-2.6118873505e+02
5.0000000000e+02,-1.8250079541e+02,-4.6648742737e+01,-4.6315677340e+02
5.0000000000e+02,-3.7669042339e+02,+1.6901410865e+02,-2.8202020898e+02
5.0000000000e+02,-4.9279264884e+02,+1.1855394792e+01,-8.3735877213e+01
5.0000000000e+02,-1.3205899790e+02,-4.6188364049e+02,+1.3863897718e+02
5.0000000000e+02,+4.8702034672e+02,+1.1275150555e+02,-9.7530583066e+00
5.0000000000e+02,-4.3924196765e+02,-1.5123304262e+02,-1.8491052686e+02
5.0000000000e+02,-3.3415891331e+02,-2.2682870872e+02,-2.9475990200e+02
5.0000000000e+02,+9.3778719444e+01,-4.7526706174e+02,+1.2378858619e+02
5.0000000000e+02,+1.8272421366e+02,-4.7310074463e+01,-4.6300157761e+02
5.0000000000e+02,+3.2703023444e+02,-1.4165365657e+02,+3.5068833686e+02
5.0000000000e+02,+1.9182956431e+02,-2.6957143090e+02,+3.7487265060e+02
5.0000000000e+02,-1.5974918984e+02,-4.7260565401e+02,-3.3480358568e+01
5.0000000000e+02,+2.6372631915e+02,+1.3057845991e+02,+4.0422090083e+02
5.0000000000e+02,+4.1237961598e+02,-7.8793184072e+01,-2.7153550181e+02
5.0000000000e+02,+2.7698581549e+02,-4.0940804384e+02,+7.5237981970e+01
5.0000000000e+02,-1.3594456648e+02,+3.8373114891e+02,-2.9028662124e+02
5.0000000000e+02,-1.2980528434e+02,+9.6011803229e+01,-4.7321154262e+02
5.0000000000e+02,+3.8681389048e+02,+1.6197238382e+02,+2.7228074350e+02
5.0000000000e+02,+2.3865041800e+02,+1.5245988805e+02,-4.1206650288e+02
5.0000000000e+02,+1.4092645052e+02,+2.5572131101e+02,+4.0588568453e+02
5.0000000000e+02,+3.4755388230e+02,+2.7571717758e+02,-2.3061478521e+02
5.0000000000e+02,+2.1810475092e+02,-4.3046410994e+02,+1.3087325912e+02
5.0000000000e+02,+3.9075560383e+02,-4.5321498636e+01,+3.0863062406e+02
5.0000000000e+02,+3.3284168478e+02,+3.5122100505e+02,-1.2592482184e+02
5.0000000000e+02,+4.6381509385e+02,-5.2432295606e+01,+1.7922961632e+02
5.0000000000e+02,-2.9247533920e+01,+4.8701559179e+02,-1.0934915355e+02
5.0000000000e+02,-1.8905598298e+01,-4.4710459566e+02,-2.2301771492e+02
5.0000000000e+02,+3.7561378715e+02,+3.0061293174e+02,-1.3617264941e+02
5.0000000000e+02,-3.5299358711e+02,-3.0960731322e+02,+1.7185948137e+02
5.0000000000e+02,-2.4059950253e+02,-3.7020729882e+02,+2.3463861053e+02
5.0000000000e+02,-3.5177549687e+02,+3.5342253208e+02,+3.6651819767e+01
5.0000000000e+02,+5.2650298550e+01,-2.2464714714e+02,+4.4357462463e+02
5.0000000000e+02,+3.4957248793e+02,-3.5742040227e+02,-6.8245145157e+00
5.0000000000e+02,+8.3652228229e+01,-1.4166486501e+02,-4.7215486125e+02
5.0000000000e+02,+3.3145827048e+02,-2.7834450185e+02,+2.5031299505e+02
5.0000000000e+02,+1.7931959298e+02,-4.7192202703e+01,+4.6434278486e+02
5.0000000000e+02,+4.1709124032e+02,+2.5089814882e+02,-1.1437595218e+02
5.0000000000e+02,+1.8680723550e+02,-4.2423568096e+02,+1.8741394302e+02
5.0000000000e+02,-3.7546124170e+02,+3.2214108356e+02,+7.2462545731e+01
5.0000000000e+02,+2.3722927701e+02,+1.9373337022e+02,-3.9520436949e+02
5.0000000000e+02,-3.6402316982e+01,+4.8639856286e+02,-1.0994613061e+02
5.0000000000e+02,+3.0522912777e+02,+3.3982622863e+02,+2.0334737806e+02
5.0000000000e+02,-2.1983531541e+02,-1.0416046270e+02,-4.3682934240e+02
5.0000000000e+02,+4.5328927651e+02,+1.9947673750e+02,-6.8809194679e+01
5.0000000000e+02,+1.1251994175e+02,-4.1135075943e+02,-2.6101083827e+02
5.0000000000e+02,-1.5862343030e+02,-1.9050138845e+02,-4.3421730807e+02
5.0000000000e+02,+1.7760491215e+02,-2.4941011607e+02,+3.9528209099e+02
5.0000000000e+02,+2.0946428330e+02,-3.8758597259e+02,-2.3642899598e+02
5.0000000000e+02,-1.7316832246e+02,-2.9761602543e+01,-4.6810663463e+02
5.0000000000e+02,-4.4818317849e+02,-1.8769682617e+02,-1.1789224839e+02
5.0000000000e+02,-2.8731428165e+02,-4.0832310693e+02,-2.6825103526e+01
5.0000000000e+02,-1.8492731069e+02,+2.3138393929e+02,+4.0281534811e+02
5.0000000000e+02,+1.4851335403e+02,-4.3372301367e+02,-1.9956195368e+02
5.0000000000e+02,+3.0523004665e+02,+3.5518789883e+02,+1.7513713888e+02
5.0000000000e+02,+3.4391037046e+01,+4.4672006961e+02,-2.2193530194e+02
5.0000000000e+02,-1.3952939897e+02,-1.9112307205e+02,+4.4045472006e+02
5.0000000000e+02,+1.6513533568e+02,-2.2803477143e+02,-4.1319160955e+02
5.0000000000e+02,+1.8681487819e+02,-4.4983357772e+02,+1.1290170908e+02
5.0000000000e+02,+4.1143280488e+02,+2.3980786600e+02,+1.5235510080e+02
5.0000000000e+02,-4.9019960678e+02,-9.5330516712e+01,-2.4764498071e+01
5.0000000000e+02,-3.1016555600e+02,+2.5989459744e+02,+2.9368174673e+02
5.0000000000e+02,-3.5860522586e+02,-2.4528809989e+02,-2.4745278804e+02
5.0000000000e+02,+9.1760465234e+01,+4.3066605620e+02,+2.3686200060e+02
5.0000000000e+02,-1.6513867900e+02,+2.8330340224e+02,+3.7744567987e+02
5.0000000000e+02,+2.9047509899e+02,-4.4511626039e+01,+4.0452413313e+02
5.0000000000e+02,-4.3257654664e+02,-2.4429242857e+02,-5.6529487070e+01
5.0000000000e+02,+1.0014325855e+02,-9.4494451195e+01,+4.8066513160e+02
5.0000000000e+02,+1.9808984948e+02,+8.5076198166e+01,+4.5113112762e+02
5.0000000000e+02,-2.3050537724e+02,+4.0041175323e+02,+1.9114010884e+02
5.0000000000e+02,-4.1798275280e+02,+9.3812805258e+01,+2.5784960384e+02
5.0000000000e+02,+2.5877684969e+02,+2.2288092178e+02,-3.6517869467e+02
5.0000000000e+02,-4.8929366803e+02,-4.8778217273e+00,+1.0278499671e+02
5.0000000000e+02,-3.9883406903e+02,+3.0153567592e+02,+2.1127705186e+00
5.0000000000e+02,-1.7451695041e+02,+2.7376210791e+02,+3.8025647208e+02
5.0000000000e+02,+4.5786704859e+02,-4.6890384277e+00,+2.0082983096e+02
5.0000000000e+02,-1.7098716707e+02,+4.4555673584e+02,+1.4912889095e+02
5.0000000000e+02,-1.3633220004e+02,-7.0759205146e+01,-4.7581877684e+02
5.0000000000e+02,-9.3083265220e+01,-1.7709894181e+02,-4.5822299464e+02
5.0000000000e+02,+7.1380968992e+01,+3.7255866060e+02,-3.2573247298e+02
5.0000000000e+02,+3.9951339582e+02,+5.5132347983e+01,+2.9554409661e+02
5.0000000000e+02,-3.3579655319e+02,-3.2455307709e+02,-1.7861359770e+02
5.0000000000e+02,-1.2498757958e+02,+3.5400551049e+02,-3.3023483427e+02
5.0000000000e+02,-8.0154527366e+01,-2.2660966195e+01,+4.9300971048e+02
5.0000000000e+02,-6.9157844329e+01,-2.9387068079e+02,+3.9856499822e+02
5.0000000000e+02,+6.6962323228e+01,+4.1617900127e+02,-2.6890133589e+02
5.0000000000e+02,-2.3290480328e+02,-3.7099326511e+02,+2.4107300164e+02
5.0000000000e+02,-3.0830313054e+02,-2.9346964870e+02,-2.6233868809e+02
5.0000000000e+02,+4.6859314236e+02,+9.7983430626e+01,-1.4427943902e+02
5.0000000000e+02,-3.0559862986e+02,+3.9416330270e+02,-3.5236493966e+01
5.0000000000e+02,-1.4749687409e+02,+3.7545672940e+02,+2.9542132413e+02
5.0000000000e+02,+1.7885712948e+02,+3.9897653471e+02,-2.4253802641e+02
5.0000000000e+02,+2.7028966178e+02,+1.5661190783e+02,-3.9040114156e+02
5.0000000000e+02,-6.3576723129e+01,+4.3336209032e+02,-2.4114755073e+02
5.0000000000e+02,+3.5385811376e+02,-9.7417618752e+01,+3.3954540956e+02
5.0000000000e+02,+2.1604230539e+01,-4.6444605142e+02,+1.8390205223e+02
5.0000000000e+02,+2.7100774452e+02,-1.2078957036e+02,-4.0244443638e+02
5.0000000000e+02,+4.2545990188e+02,+2.5524303749e+02,-6.1900775290e+01
5.0000000000e+02,+1.4658873190e+02,-4.6681729165e+02,-1.0290870792e+02
5.0000000000e+02,+1.0696110732e+02,-1.4544824494e+02,+4.6626277123e+02
5.0000000000e+02,-2.9394416939e+02,+8.4160314847e+01,+3.9561434372e+02
5.0000000000e+02,-1.0711290247e+02,+4.7370903077e+02,+1.1884200673e+02
5.0000000000e+02,-3.6719840978e+02,+1.9679417146e+02,-2.7646740170e+02
5.0000000000e+02,-1.0470645111e+01,-1.6570335643e+02,-4.7162443271e+02
5.0000000000e+02,-4.4900795971e+02,+6.6011483416e+01,-2.0983607517e+02
5.0000000000e+02,-2.9565810233e+02,-5.0421776257e+01,-4.0005096335e+02
5.0000000000e+02,+1.6625813450e+02,-1.4979727222e+02,+4.4711950552e+02
5.0000000000e+02,-4.1438255910e+02,-2.7007869885e+02,-7.3085110776e+01
5.0000000000e+02,-4.9171126483e+02,-8.4119166604e+01,-3.3776324816e+01
5.0000000000e+02,-1.7782556188e+02,+4.6729939057e+02,+2.4882500511e+00
5.0000000000e+02,+3.0096313316e+02,+3.0619994571e+02,+2.5624134717e+02
5.0000000000e+02,-3.0488608803e+01,-1.3421520665e+02,+4.8068031508e+02
5.0000000000e+02,-4.9079855297e+02,+9.3834374296e+01,+1.7570796127e+01
5.0000000000e+02,+3.5314021267e+02,+1.8373269406e+02,-3.0254112051e+02
5.0000000000e+02,-1.4235248893e+02,+3.9043427081e+02,-2.7801742993e+02
5.0000000000e+02,+3.1769674650e+02,+3.7590845240e+02,+8.8082092083e+01
5.0000000000e+02,-2.3349732815e+02,+1.1382077191e+02,+4.2722438121e+02
5.0000000000e+02,-4.5786274960e+02,-2.0087962390e+02,-2.4334139620e+00
5.0000000000e+02,+1.0549156240e+02,-1.8022974303e+02,+4.5429683277e+02
5.0000000000e+02,-4.8816395775e+02,+9.3411511167e+01,+5.4470929878e+01
5.0000000000e+02,+3.3992171907e+02,+2.1659924561e+02,+2.9586286346e+02
5.0000000000e+02,-4.4526410391e+02,+7.0645543781e+01,+2.1620806456e+02
5.0000000000e+02,+3.8587620443e+02,+1.6821132315e+01,-3.1751133307e+02
5.0000000000e+02,-2.2480923460e+02,-4.0160715958e+02,-1.9536975121e+02
5.0000000000e+02,-1.1009413176e+01,+3.1239821913e+02,-3.9023452920e+02
5.0000000000e+02,+3.4658946725e+02,+2.7706008237e+01,+3.5931178741e+02
5.0000000000e+02,+4.8588581099e+01,+2.2981384498e+02,-4.4138598609e+02
5.0000000000e+02,+1.2457690292e+02,+1.4011714526e+02,+4.6351334731e+02
5.0000000000e+02,-2.6904785142e+02,-2.0840925520e+02,-3.6629998398e+02
5.0000000000e+02,+2.6942069242e+02,-1.6689602764e+02,-3.8672347837e+02
5.0000000000e+02,-3.4231579842e+02,+1.0664144847e+02,-3.4848864815e+02
5.0000000000e+02,-4.7147290046e+02,+1.6389580451e+02,-2.9125790311e+01
5.0000000000e+02,+2.7313704762e+02,+4.0178049490e+02,+1.1817541796e+02
5.0000000000e+02,-1.5325493698e+02,-1.7303380876e+02,-4.4336110293e+02
5.0000000000e+02,+2.9992374456e+02,-3.6113728559e+02,-1.7211173893e+02
5.0000000000e+02,-4.5055974470e+02,+8.1562925382e+01,+2.0084881859e+02
5.0000000000e+02,-5.5099584516e+01,-4.2498864956e+02,+2.5757625240e+02
5.0000000000e+02,+3.7238552524e+02,-2.6960508641e+02,+1.9656795326e+02
5.0000000000e+02,-1.5353614375e+02,-1.2010033089e+02,-4.6043393158e+02
5.0000000000e+02,-4.0933158012e+02,-2.8130846824e+02,-5.7532994755e+01
5.0000000000e+02,-1.1045519236e+02,-4.5843039942e+02,+1.6624698985e+02
5.0000000000e+02,-4.0316864040e+02,-1.5526197073e+01,+2.9531479285e+02
5.0000000000e+02,-2.5272399612e+02,+4.1074414477e+02,-1.3197223797e+02
5.0000000000e+02,-3.5749423750e+02,-2.5151967409e+02,-2.4276030559e+02
5.0000000000e+02,-1.7309901606e+02,+2.5371369227e+02,+3.9454142402e+02
5.0000000000e+02,-5.2857231111e+01,+3.7367887078e+02,-3.2797417112e+02
5.0000000000e+02,-4.6815973029e+02,+3.9637827173e+01,+1.7103260467e+02
5.0000000000e+02,+8.7349424552e+01,+3.5973017483e+02,-3.3609689320e+02
5.0000000000e+02,-4.1323766149e+02,-1.3418956312e+02,+2.4743613023e+02
5.0000000000e+02,-4.2474211385e+02,+2.5883306340e+02,-5.0955120264e+01
5.0000000000e+02,+3.7586767712e+02,-1.2207698701e+02,-3.0629649167e+02
5.0000000000e+02,+1.5348375206e+02,-3.3969739939e+02,-3.3323453748e+02
5.0000000000e+02,+1.2981508474e+02,-3.4799050312e+02,+3.3473496349e+02
5.0000000000e+02,-3.4512671298e+02,-5.8199658884e+01,+3.5706749217e+02
5.0000000000e+02,+3.9757962971e+00,+2.8161146908e+02,-4.1312953876e+02
5.0000000000e+02,-5.4688474950e+01,+3.8048027228e+02,-3.1975111475e+02
5.0000000000e+02,-2.5262445349e+02,-4.1217654034e+02,+1.2762533983e+02
5.0000000000e+02,-2.0502030456e+02,+3.9618191652e+02,+2.2583933672e+02
5.0000000000e+02,-7.9270751518e+01,-3.9995965441e+02,+2.8938774174e+02
5.0000000000e+02,-7.4640252441e+01,+4.2853207751e+02,+2.4654803493e+02
5.0000000000e+02,+2.6579559668e+02,-2.5360640244e+02,+3.3916564640e+02
5.0000000000e+02,-2.6235779189e+02,+3.1555756762e+02,+2.8563727492e+02
5.0000000000e+02,+3.8886755993e+02,+1.1925105750e+02,+2.9078866619e+02
5.0000000000e+02,+3.5910172054e+02,+2.5888037220e+01,-3.4694755527e+02
5.0000000000e+02,-4.6909476844e+02,-9.1120777798e+01,+1.4711881029e+02
5.0000000000e+02,+3.0492632644e+01,+4.9476855548e+02,+6.5353792042e+01
5.0000000000e+02,+3.0924544559e+02,+3.9204102889e+02,+2.5844309213e+01
5.0000000000e+02,+2.2400199538e+02,-4.1665616133e+02,+1.6191847196e+02
5.0000000000e+02,-1.2703957955e+02,-4.4887575075e+02,+1.7991205598e+02
5.0000000000e+02,+1.7897921513e+02,+2.4791772078e+02,+3.9560091828e+02
5.0000000000e+02,+4.0632146447e+02,-4.9681949360e+01,-2.8710871406e+02
5.0000000000e+02,+2.8681087334e+02,+3.9463311724e+02,-1.0954938603e+02
5.0000000000e+02,+4.1936111123e+02,-1.1948597887e+02,+2.4465527077e+02
5.0000000000e+02,-2.6099030731e+02,-1.6192362933e+02,-3.9453978256e+02
5.0000000000e+02,+4.0798447355e+02,-1.5373359637e+02,+2.4476824337e+02
5.0000000000e+02,-3.7533834193e+02,+1.1858154020e+02,+3.0831216271e+02
5.0000000000e+02,-4.9082316205e+02,-6.9310376811e+01,+6.5464017090e+01
5.0000000000e+02,-1.3832539659e+02,-4.2968359566e+01,+4.7855683780e+02
5.0000000000e+02,-1.1038271526e+02,-2.3378634782e+02,-4.2796780488e+02
5.0000000000e+02,-6.5876658984e+01,-1.1130855793e+02,+4.8297775622e+02
5.0000000000e+02,+9.5200072573e+01,+4.8981488678e+02,+3.1861656279e+01
5.0000000000e+02,-1.6234080503e+02,+4.5851783942e+02,+1.1577433321e+02
5.0000000000e+02,+3.3894352386e+00,-1.3934915416e+02,+4.8017410096e+02
5.0000000000e+02,+3.1644070783e+02,-3.7952520974e+02,-7.6306853394e+01
5.0000000000e+02,+1.5502724488e+02,+2.3914230463e+02,+4.1082155950e+02
5.0000000000e+02,+4.1279540460e+02,+2.3684949186e+02,-1.5329420869e+02
5.0000000000e+02,-1.2807291127e+01,+4.9832953482e+02,+3.8736162625e+01
5.0000000000e+02,-3.3548022614e+02,+3.6394635355e+02,-7.0660539710e+01
5.0000000000e+02,-8.6136377570e+01,+2.3735205089e+02,+4.3155691475e+02
5.0000000000e+02,+3.8711816020e+02,+3.1572231760e+02,+2.1349250210e+01
5.0000000000e+02,+1.4427770406e+02,+2.2755326771e+02,+4.2118914603e+02
