CM energy per beam (GeV)
100.00000000811889
100.00000001679909
100.00000003475964
100.00000007192251
100.00000014881758
100.00000030792411
100.0000006371375
100.00000131832547
100.0000027277975
100.00000564418994
100.0000116786094
100.00002416465993
100.00005000003749
