CM energy per beam (GeV)
100.00039716648348
100.00039740573636
100.0003976451334
100.00039788467463
100.00039812436017
100.0003983641901
100.0003986041645
100.00039884428347
100.00039908454707
100.00039932495544
100.00039956550859
100.00039980620667
100.00040004704975
100.00040028803792
100.00040052917126
100.00040077044984
100.00040101187378
100.00040125344316
100.00040149515806
100.00040173701856
100.00040197902476
100.00040222117674
100.00040246347461
100.00040270591843
100.00040294850831
100.00040319124433
100.00040343412655
100.0004036771551
100.00040392033004
100.00040416365148
100.0004044071195
100.00040465073418
100.00040489449562
100.00040513840389
100.0004053824591
100.00040562666135
100.00040587101068
100.0004061155072
100.00040636015102
100.00040660494223
