CM energy per beam (GeV)
115.56166453717182
108.09724498739166
104.4153367082147
102.46445420229347
101.39273114411196
100.79246578721734
100.45264435815591
100.25910505690783
100.1485017053749
100.08517140307305
100.04886882030198
100.02804598041266
100.01609782382393
100.00924052964015
100.00530451381384
100.00304512570841
100.00174811957432
100.0010035537646
100.00057611902753
100.00033073867287
100.00018987090513
100.00010900144439
100.00006257578542
100.00003592365316
100.00002062313831
100.00001183938261
100.00000679678264
100.00000390191425
100.0000022400209
100.00000128595691
100.00000073824545
100.00000042381384
100.00000024330416
100.00000013967667
100.00000008018594
100.00000004603335
100.00000002642695
100.00000001517127
100.00000000870956
100.000000005
