CM energy per beam (GeV)
100.00000041624489
100.00000086174836
100.00000178407058
100.00000369354683
100.00000764672019
100.00001583094411
100.0000327746822
100.0000678531917
100.00014047605981
100.00029082709148
100.0006020997557
100.00124653424018
100.00258074127049
100.00534310888567
100.01106274353656
100.02290717596685
100.0474419880378
100.09829364279103
100.20381831929895
100.42335012000083
