CM energy per beam (GeV)
100.00039716648348
100.00039718055318
100.00039719462339
100.0003972086941
100.0003972227653
100.000397236837
100.00039725090922
100.00039726498191
100.00039727905512
100.00039729312881
100.00039730720303
100.0003973212777
100.00039733535291
100.00039734942861
100.00039736350482
100.00039737758148
100.0003973916587
100.00039740573636
100.00039741981455
100.00039743389324
100.00039744797242
100.00039746205212
100.00039747613229
100.00039749021296
100.00039750429414
100.00039751837583
100.00039753245802
100.00039754654068
100.00039756062387
100.00039757470753
100.00039758879171
100.00039760287638
100.00039761696155
100.00039763104722
100.0003976451334
100.00039765922007
100.00039767330722
100.00039768739491
100.00039770148305
100.00039771557172
